"year","noaa.temp","noaa.max.temp","noaa.min.temp","mcfarland.temp","serc.temp"
1895,5.96419270833333,11.3274739583333,0.59912109375,NA,NA
1896,5.31233723958333,10.4666341145833,0.158365885416667,NA,NA
1897,5.81917317708333,10.8426106770833,0.794189453125,NA,NA
1898,6.44002278645833,11.225830078125,1.65079752604167,NA,NA
1899,5.78995768229167,11.3150227864583,0.26416015625,NA,NA
1900,6.40999348958333,11.8033854166667,1.01749674479167,NA,NA
1901,5.64501953125,10.5859375,0.703206380208333,NA,NA
1902,6.17822265625,11.3216145833333,1.033447265625,NA,NA
1903,5.74910481770833,10.794189453125,0.699300130208333,NA,NA
1904,4.315673828125,9.43505859375,-0.804931640625,NA,NA
1905,4.98836263020833,10.2440592447917,-0.270751953125,NA,NA
1906,5.78507486979167,10.9891764322917,0.578287760416667,NA,NA
1907,4.78824869791667,9.89664713541667,-0.322509765625,NA,NA
1908,6.15592447916667,11.7608235677083,0.551676432291667,NA,NA
1909,6.16666666666667,11.3375651041667,0.991536458333333,NA,NA
1910,6.34659830729167,11.5458170572917,1.14412434895833,NA,NA
1911,5.97745768229167,11.3466796875,0.608317057291667,NA,NA
1912,5.29996744791667,10.4859212239583,0.113444010416667,NA,NA
1913,6.606689453125,11.7333984375,1.47591145833333,NA,NA
1914,5.20263671875,10.7000325520833,-0.296630859375,NA,NA
1915,6.90999348958333,11.8207194010417,1.998291015625,NA,NA
1916,5.82657877604167,11.0691731770833,0.582600911458333,NA,NA
1917,4.84912109375,9.58748372395833,0.109944661458333,NA,NA
1918,5.75406901041667,10.716796875,0.791585286458333,NA,NA
1919,6.236572265625,11.1966145833333,1.27335611979167,NA,NA
1920,5.91259765625,10.952392578125,0.871663411458333,NA,NA
1921,7.1025390625,12.4275716145833,1.77742513020833,NA,NA
1922,6.11669921875,10.9749348958333,1.25594075520833,NA,NA
1923,5.28165690104167,10.3115234375,0.250732421875,NA,NA
1924,5.88330078125,10.9374186197917,0.8291015625,NA,NA
1925,5.90673828125,10.970703125,0.840087890625,NA,NA
1926,5.05753580729167,9.90828450520833,0.2041015625,NA,NA
1927,6.65999348958333,11.804931640625,1.51163736979167,NA,NA
1928,6.00236002604167,10.7183430989583,1.2841796875,NA,NA
1929,6.12418619791667,11.1499837239583,1.09830729166667,NA,NA
1930,7.064208984375,12.0975748697917,2.03019205729167,NA,NA
1931,7.486572265625,12.23828125,2.73160807291667,NA,NA
1932,6.955810546875,12.1416829427083,1.77083333333333,NA,NA
1933,6.30574544270833,11.2099609375,1.39998372395833,NA,NA
1934,5.87841796875,11.117431640625,0.638346354166667,NA,NA
1935,6.035888671875,11.182373046875,0.886637369791667,NA,NA
1936,5.86002604166667,10.7725423177083,0.945882161458333,NA,NA
1937,7.573486328125,12.6500651041667,2.49576822916667,NA,NA
1938,7.04248046875,12.0625,2.02091471354167,NA,NA
1939,5.98331705729167,11.0067545572917,0.958333333333333,NA,NA
1940,6.1591796875,10.9183756510417,1.39664713541667,NA,NA
1941,7.24747721354167,12.2008463541667,2.29256184895833,NA,NA
1942,7.12003580729167,11.976806640625,2.262451171875,NA,NA
1943,6.06827799479167,10.899169921875,1.234130859375,NA,NA
1944,6.86832682291667,12.1233723958333,1.60823567708333,NA,NA
1945,6.41585286458333,11.7515462239583,1.075927734375,NA,NA
1946,6.57576497395833,12.0933430989583,1.056640625,NA,NA
1947,6.84000651041667,11.9608561197917,1.71573893229167,NA,NA
1948,6.23421223958333,11.4507649739583,1.014892578125,NA,NA
1949,7.828369140625,13.0916341145833,2.560791015625,NA,NA
1950,6.74495442708333,12.0133463541667,1.47737630208333,NA,NA
1951,7.453369140625,12.40087890625,2.505859375,NA,NA
1952,7.56241861979167,12.52490234375,2.5966796875,NA,NA
1953,8.160888671875,13.1275227864583,3.189208984375,NA,NA
1954,6.87581380208333,11.6507975260417,2.095703125,NA,NA
1955,6.50594075520833,11.5391438802083,1.47086588541667,NA,NA
1956,6.111572265625,11.06494140625,1.15494791666667,NA,NA
1957,7.14754231770833,12.3258463541667,1.967529296875,NA,NA
1958,6.27083333333333,10.8841959635417,1.65592447916667,NA,NA
1959,6.72501627604167,11.7008463541667,1.74593098958333,NA,NA
1960,7.175048828125,12.20751953125,2.14078776041667,NA,NA
1961,6.65323893229167,11.5399576822917,1.765869140625,NA,NA
1962,5.99161783854167,10.95166015625,1.03076171875,NA,NA
1963,6.38175455729167,11.7008463541667,1.064208984375,NA,NA
1964,6.534912109375,11.6825358072917,1.38834635416667,NA,NA
1965,6.21248372395833,11.369140625,1.05338541666667,NA,NA
1966,7.128173828125,12.0908203125,2.16569010416667,NA,NA
1967,6.119140625,10.9783528645833,1.25846354166667,NA,NA
1968,6.41748046875,11.4242350260417,1.40999348958333,NA,NA
1969,7.02994791666667,11.791015625,2.27001953125,NA,NA
1970,6.23746744791667,11.2491861979167,1.225830078125,NA,NA
1971,6.54508463541667,11.6731770833333,1.41267903645833,NA,NA
1972,5.907470703125,10.8600260416667,0.953369140625,NA,NA
1973,7.41910807291667,12.1341145833333,2.70157877604167,NA,NA
1974,6.50333658854167,11.3773600260417,1.62833658854167,NA,NA
1975,7.05916341145833,11.9724934895833,2.14095052083333,NA,NA
1976,6.60750325520833,11.6475423177083,1.56339518229167,NA,NA
1977,6.69921875,11.5975748697917,1.799072265625,NA,NA
1978,6.25496419270833,11.5157877604167,0.993326822916667,NA,NA
1979,7.40511067708333,11.927490234375,2.87841796875,NA,NA
1980,6.55485026041667,11.4690755208333,1.64070638020833,NA,NA
1981,7.31673177083333,12.0066731770833,2.62166341145833,NA,NA
1982,6.64827473958333,11.7674153645833,1.5283203125,NA,NA
1983,7.767578125,12.4375813802083,3.09586588541667,NA,NA
1984,7.45263671875,12.3466796875,2.556640625,NA,NA
1985,6.472412109375,11.6006673177083,1.34407552083333,NA,NA
1986,6.6591796875,11.8151041666667,1.501708984375,NA,NA
1987,6.842529296875,11.925048828125,1.75740559895833,NA,NA
1988,7.151611328125,12.3799641927083,1.9208984375,NA,NA
1989,6.28181966145833,11.3265787760417,1.232421875,NA,NA
1990,7.81827799479167,12.80419921875,2.82999674479167,NA,NA
1991,7.72257486979167,12.8017578125,2.64152018229167,NA,NA
1992,6.185791015625,10.9615885416667,1.40926106770833,NA,NA
1993,6.52164713541667,11.6576334635417,1.385009765625,NA,NA
1994,6.92513020833333,11.8241373697917,2.02335611979167,NA,NA
1995,7.08504231770833,11.9798990885417,2.18912760416667,NA,NA
1996,6.72745768229167,11.2158203125,2.23738606770833,NA,NA
1997,6.6923828125,11.555908203125,1.82486979166667,NA,NA
1998,8.26668294270833,12.8958333333333,3.63321940104167,NA,NA
1999,8.60750325520833,13.5166829427083,3.69425455729167,8.66622643774763,NA
2000,7.06412760416667,11.7950032552083,2.330810546875,6.96132968411449,NA
2001,7.85579427083333,12.74169921875,2.968505859375,7.9647932373772,NA
2002,7.51839192708333,12.2140299479167,2.81990559895833,7.41779225231402,NA
2003,6.763427734375,11.2867024739583,2.23665364583333,6.17632723112128,NA
2004,6.53076171875,11.2699381510417,1.79093424479167,6.23304833561332,NA
2005,7.26334635416667,12.032470703125,2.49251302083333,7.20581780774946,NA
2006,8.49422200520833,13.0157877604167,3.96834309895833,8.24478768945968,NA
2007,7.00919596354167,11.9449055989583,2.07161458333333,7.29405498281787,NA
2008,7.48250325520833,12.1691080729167,2.794921875,7.21702687249857,NA
2009,6.9482421875,11.691650390625,2.20418294270833,6.70060080878105,8.88297594501718
2010,8.760009765625,13.2841796875,4.23323567708333,8.63031945565679,9.60851297968397
2011,7.91414388020833,12.4784342447917,3.3466796875,7.88858186800639,8.06724609885799
2012,8.564208984375,13.200927734375,3.925048828125,8.37918185961714,8.12514741467142
2013,7.58675130208333,12.2723795572917,2.90006510416667,7.30495820451162,7.79579814464336
2014,7.34171549479167,12.0226236979167,2.65983072916667,7.46785222579165,7.96613270858525
2015,6.84163411458333,11.9423828125,1.73763020833333,6.80966299862448,7.35558769392585
2016,8.25423177083333,13.168212890625,3.34000651041667,7.95724224452555,9.23891696983355
2017,7.81998697916667,12.59814453125,3.0390625,7.60790137614679,7.93298144159561
2018,7.52010091145833,12.2858072916667,2.75162760416667,7.35901432664756,7.98714934593023
2019,6.98079427083333,11.6092122395833,2.351806640625,6.80014999423099,7.64516880476062
2020,8.38997395833333,13.0850423177083,3.69083658854167,8.20388338326803,8.05851711243685
2021,8.82413736979167,13.4200032552083,4.22501627604167,8.35421907157558,8.55170064847812
2022,8.47672526041667,13.4640299479167,3.487548828125,8.38228328351345,8.32946943205113
2023,8.74666341145833,13.1075032552083,4.38167317708333,8.42199399953843,8.20439444668937
2024,9.5511474609375,14.12255859375,4.97998046875,8.91594178082192,9.39285090734121
