"year","month","noaa.year.month","noaa.precip.anom","noaa.percent.precip.anom","mcfarland.year.month","mcfarland.precip.anom","mcfarland.percent.precip.anom","serc.year.month","serc.precip.anom","serc.percent.precip.anom"
1895,1,1895-01-01,1.01520005,20.6761720977597,NA,NA,NA,NA,NA,NA
1895,2,1895-02-01,-2.42717046757812,-55.7970222431753,NA,NA,NA,NA,NA,NA
1895,3,1895-03-01,-2.17699229794922,-40.3894674944196,NA,NA,NA,NA,NA,NA
1895,4,1895-04-01,-1.00835210947266,-21.095232415746,NA,NA,NA,NA,NA,NA
1895,5,1895-05-01,-2.82032474326172,-60.7828608461577,NA,NA,NA,NA,NA,NA
1895,6,1895-06-01,-2.37748860136719,-57.7060340137667,NA,NA,NA,NA,NA,NA
1895,7,1895-07-01,-1.580707625,-45.163075,NA,NA,NA,NA,NA,NA
1895,8,1895-08-01,-0.535984291894531,-16.1928789092003,NA,NA,NA,NA,NA,NA
1895,9,1895-09-01,-2.44685392568359,-54.9854814760358,NA,NA,NA,NA,NA,NA
1895,10,1895-10-01,-3.80486262226562,-71.6546633195033,NA,NA,NA,NA,NA,NA
1895,11,1895-11-01,3.69417564121094,57.096996000169,NA,NA,NA,NA,NA,NA
1895,12,1895-12-01,-2.03646559326172,-37.0940909519439,NA,NA,NA,NA,NA,NA
1896,1,1896-01-01,-3.86234779794922,-78.6628879419393,NA,NA,NA,NA,NA,NA
1896,2,1896-02-01,0.857887593261719,19.7215538680855,NA,NA,NA,NA,NA,NA
1896,3,1896-03-01,1.20883630205078,22.4273896484375,NA,NA,NA,NA,NA,NA
1896,4,1896-04-01,-3.47448133242188,-72.6878939837212,NA,NA,NA,NA,NA,NA
1896,5,1896-05-01,-2.36283956757812,-50.923266542632,NA,NA,NA,NA,NA,NA
1896,6,1896-06-01,0.402063527050781,9.75882347210633,NA,NA,NA,NA,NA,NA
1896,7,1896-07-01,1.98859179257812,56.816908359375,NA,NA,NA,NA,NA,NA
1896,8,1896-08-01,-0.0710403277343752,-2.14623346629532,NA,NA,NA,NA,NA,NA
1896,9,1896-09-01,1.88624081083984,42.3874339514571,NA,NA,NA,NA,NA,NA
1896,10,1896-10-01,0.0817428844726562,1.53941402020068,NA,NA,NA,NA,NA,NA
1896,11,1896-11-01,-1.07156727431641,-16.5620907931438,NA,NA,NA,NA,NA,NA
1896,12,1896-12-01,-3.12937034189453,-57.0012812731244,NA,NA,NA,NA,NA,NA
1897,1,1897-01-01,-0.0973897486328132,-1.98349793549518,NA,NA,NA,NA,NA,NA
1897,2,1897-02-01,-1.92400982431641,-44.2301109038254,NA,NA,NA,NA,NA,NA
1897,3,1897-03-01,-1.41165908447266,-26.1903355189732,NA,NA,NA,NA,NA,NA
1897,4,1897-04-01,-1.60597792431641,-33.5978645254478,NA,NA,NA,NA,NA,NA
1897,5,1897-05-01,1.13321762294922,24.4227935980435,NA,NA,NA,NA,NA,NA
1897,6,1897-06-01,-0.377495210839844,-9.16250511747194,NA,NA,NA,NA,NA,NA
1897,7,1897-07-01,1.36259182363281,38.9311949609375,NA,NA,NA,NA,NA,NA
1897,8,1897-08-01,4.46440288173828,134.876219992093,NA,NA,NA,NA,NA,NA
1897,9,1897-09-01,-2.16691867363281,-48.69480165467,NA,NA,NA,NA,NA,NA
1897,10,1897-10-01,-4.82456359121094,-90.8580713975694,NA,NA,NA,NA,NA,NA
1897,11,1897-11-01,2.93906942636719,45.4261116903738,NA,NA,NA,NA,NA,NA
1897,12,1897-12-01,-1.19708275810547,-21.8047861221397,NA,NA,NA,NA,NA,NA
1898,1,1898-01-01,1.75692658242187,35.7826187865962,NA,NA,NA,NA,NA,NA
1898,2,1898-02-01,6.28742423583984,144.538488180226,NA,NA,NA,NA,NA,NA
1898,3,1898-03-01,-2.43408981621094,-45.1593657924107,NA,NA,NA,NA,NA,NA
1898,4,1898-04-01,0.176288047949218,3.68803447592507,NA,NA,NA,NA,NA,NA
1898,5,1898-05-01,-2.189211275,-47.1812774784483,NA,NA,NA,NA,NA,NA
1898,6,1898-06-01,-0.67788446015625,-16.4535063144721,NA,NA,NA,NA,NA,NA
1898,7,1898-07-01,-1.81812009326172,-51.9462883789062,NA,NA,NA,NA,NA,NA
1898,8,1898-08-01,-0.259201723632813,-7.83086778346866,NA,NA,NA,NA,NA,NA
1898,9,1898-09-01,-1.14095078447266,-25.6393434712957,NA,NA,NA,NA,NA,NA
1898,10,1898-10-01,3.56991836552734,67.2301010457127,NA,NA,NA,NA,NA,NA
1898,11,1898-11-01,2.22921575810547,34.4546485024029,NA,NA,NA,NA,NA,NA
1898,12,1898-12-01,-2.62778604052734,-47.8649552008624,NA,NA,NA,NA,NA,NA
1899,1,1899-01-01,0.364824452734375,7.43023325324592,NA,NA,NA,NA,NA,NA
1899,2,1899-02-01,-0.339363299316406,-7.80145515669899,NA,NA,NA,NA,NA,NA
1899,3,1899-03-01,1.16631351826172,21.6384697265625,NA,NA,NA,NA,NA,NA
1899,4,1899-04-01,-3.61070034052734,-75.5376640277687,NA,NA,NA,NA,NA,NA
1899,5,1899-05-01,-2.02977005947266,-43.7450443851866,NA,NA,NA,NA,NA,NA
1899,6,1899-06-01,-2.47825914052734,-60.151920886586,NA,NA,NA,NA,NA,NA
1899,7,1899-07-01,2.27598583310547,65.0281666601562,NA,NA,NA,NA,NA,NA
1899,8,1899-08-01,-2.55647012705078,-77.2347470408091,NA,NA,NA,NA,NA,NA
1899,9,1899-09-01,-0.757476783105469,-17.0219501821454,NA,NA,NA,NA,NA,NA
1899,10,1899-10-01,-2.31510418984375,-43.5989489612759,NA,NA,NA,NA,NA,NA
1899,11,1899-11-01,-0.941653633789063,-14.5541519905574,NA,NA,NA,NA,NA,NA
1899,12,1899-12-01,-2.76596586416016,-50.3818918790557,NA,NA,NA,NA,NA,NA
1900,1,1900-01-01,5.67229071689453,115.525269183188,NA,NA,NA,NA,NA,NA
1900,2,1900-02-01,2.94015834121094,67.5898469243894,NA,NA,NA,NA,NA,NA
1900,3,1900-03-01,2.98164422294922,55.3180746372768,NA,NA,NA,NA,NA,NA
1900,4,1900-04-01,-1.679604625,-35.1381720711297,NA,NA,NA,NA,NA,NA
1900,5,1900-05-01,2.18440698242187,47.0777366901266,NA,NA,NA,NA,NA,NA
1900,6,1900-06-01,-0.686535116894532,-16.6634737110323,NA,NA,NA,NA,NA,NA
1900,7,1900-07-01,-1.81888904052734,-51.9682583007813,NA,NA,NA,NA,NA,NA
1900,8,1900-08-01,-1.25448861689453,-37.8999582143363,NA,NA,NA,NA,NA,NA
1900,9,1900-09-01,-1.43226645605469,-32.1857630574087,NA,NA,NA,NA,NA,NA
1900,10,1900-10-01,1.26557564726563,23.833816332686,NA,NA,NA,NA,NA,NA
1900,11,1900-11-01,-0.420768756054687,-6.50338108276178,NA,NA,NA,NA,NA,NA
1900,12,1900-12-01,-3.11283797568359,-56.7001452765682,NA,NA,NA,NA,NA,NA
1901,1,1901-01-01,-0.338723847949219,-6.8986527077234,NA,NA,NA,NA,NA,NA
1901,2,1901-02-01,-2.54447337294922,-58.4936407574533,NA,NA,NA,NA,NA,NA
1901,3,1901-03-01,4.54545227705078,84.3312110770089,NA,NA,NA,NA,NA,NA
1901,4,1901-04-01,1.32198102636719,27.6565068277654,NA,NA,NA,NA,NA,NA
1901,5,1901-05-01,-1.66832639726562,-35.9553102858971,NA,NA,NA,NA,NA,NA
1901,6,1901-06-01,-2.65031109121094,-64.3279391070616,NA,NA,NA,NA,NA,NA
1901,7,1901-07-01,-1.63111211826172,-46.6032033789063,NA,NA,NA,NA,NA,NA
1901,8,1901-08-01,0.0025863729492186,0.0781381555655165,NA,NA,NA,NA,NA,NA
1901,9,1901-09-01,-1.33584046894531,-30.0188869425913,NA,NA,NA,NA,NA,NA
1901,10,1901-10-01,-1.77810986689453,-33.4860615234375,NA,NA,NA,NA,NA,NA
1901,11,1901-11-01,-2.75229376015625,-42.5393162311631,NA,NA,NA,NA,NA,NA
1901,12,1901-12-01,4.30135155947266,78.3488444348389,NA,NA,NA,NA,NA,NA
1902,1,1902-01-01,-0.811587968945313,-16.5292865365644,NA,NA,NA,NA,NA,NA
1902,2,1902-02-01,-0.618106683105469,-14.2093490369073,NA,NA,NA,NA,NA,NA
1902,3,1902-03-01,8.86120725273437,164.400876674107,NA,NA,NA,NA,NA,NA
1902,4,1902-04-01,-1.58433205878906,-33.1450221503988,NA,NA,NA,NA,NA,NA
1902,5,1902-05-01,-1.86756063378906,-40.2491515902815,NA,NA,NA,NA,NA,NA
1902,6,1902-06-01,4.32254116083984,104.9160475932,NA,NA,NA,NA,NA,NA
1902,7,1902-07-01,-1.85118482568359,-52.8909950195313,NA,NA,NA,NA,NA,NA
1902,8,1902-08-01,0.365183456054687,11.0327328113199,NA,NA,NA,NA,NA,NA
1902,9,1902-09-01,-2.07283797568359,-46.5806286670471,NA,NA,NA,NA,NA,NA
1902,10,1902-10-01,-0.185966106054687,-3.50218655470221,NA,NA,NA,NA,NA,NA
1902,11,1902-11-01,-4.53455973242187,-70.0859309493335,NA,NA,NA,NA,NA,NA
1902,12,1902-12-01,1.88639577705078,34.3605788169541,NA,NA,NA,NA,NA,NA
1903,1,1903-01-01,0.89432153984375,18.2142879805244,NA,NA,NA,NA,NA,NA
1903,2,1903-02-01,1.07953664257812,24.8169343121408,NA,NA,NA,NA,NA,NA
1903,3,1903-03-01,4.55567927568359,84.5209513113839,NA,NA,NA,NA,NA,NA
1903,4,1903-04-01,-0.604424110839844,-12.6448558753105,NA,NA,NA,NA,NA,NA
1903,5,1903-05-01,-3.01717524326172,-65.0253285185715,NA,NA,NA,NA,NA,NA
1903,6,1903-06-01,-1.039289675,-25.2254775485437,NA,NA,NA,NA,NA,NA
1903,7,1903-07-01,0.2401595,6.8617,NA,NA,NA,NA,NA,NA
1903,8,1903-08-01,-2.18795215,-66.1012734138973,NA,NA,NA,NA,NA,NA
1903,9,1903-09-01,-2.92636944052734,-65.7611110230864,NA,NA,NA,NA,NA,NA
1903,10,1903-10-01,-0.322992508789063,-6.08272144612171,NA,NA,NA,NA,NA,NA
1903,11,1903-11-01,-2.24321222294922,-34.6709771707762,NA,NA,NA,NA,NA,NA
1903,12,1903-12-01,-1.93173497568359,-35.1864294295737,NA,NA,NA,NA,NA,NA
1904,1,1904-01-01,0.491585409472655,10.0119227998504,NA,NA,NA,NA,NA,NA
1904,2,1904-02-01,-0.458665467578125,-10.5440337374282,NA,NA,NA,NA,NA,NA
1904,3,1904-03-01,-0.188802247949218,-3.50282463727678,NA,NA,NA,NA,NA,NA
1904,4,1904-04-01,0.351877156054687,7.36144677938677,NA,NA,NA,NA,NA,NA
1904,5,1904-05-01,0.53716815,11.5768997844828,NA,NA,NA,NA,NA,NA
1904,6,1904-06-01,-2.71447974052734,-65.8854305953239,NA,NA,NA,NA,NA,NA
1904,7,1904-07-01,-1.78620878173828,-51.0345366210937,NA,NA,NA,NA,NA,NA
1904,8,1904-08-01,2.11953664257812,64.0343396549282,NA,NA,NA,NA,NA,NA
1904,9,1904-09-01,4.23898875947266,95.258174370172,NA,NA,NA,NA,NA,NA
1904,10,1904-10-01,-2.50526484863281,-47.1801289761358,NA,NA,NA,NA,NA,NA
1904,11,1904-11-01,-4.01882680136719,-62.1147882746088,NA,NA,NA,NA,NA,NA
1904,12,1904-12-01,-2.05180609121094,-37.3735171440972,NA,NA,NA,NA,NA,NA
1905,1,1905-01-01,0.416382366894531,8.4802926047766,NA,NA,NA,NA,NA,NA
1905,2,1905-02-01,-1.13622335068359,-26.120077027209,NA,NA,NA,NA,NA,NA
1905,3,1905-03-01,-4.29709525136719,-79.7234740513393,NA,NA,NA,NA,NA,NA
1905,4,1905-04-01,-3.60993139326172,-75.5215772648895,NA,NA,NA,NA,NA,NA
1905,5,1905-05-01,-1.10691799863281,-23.8559913498451,NA,NA,NA,NA,NA,NA
1905,6,1905-06-01,0.109133066210937,2.64886083036255,NA,NA,NA,NA,NA,NA
1905,7,1905-07-01,-0.32793873984375,-9.36967828125001,NA,NA,NA,NA,NA,NA
1905,8,1905-08-01,-0.644252066894532,-19.4638086675085,NA,NA,NA,NA,NA,NA
1905,9,1905-09-01,2.49686183447266,56.1092547072507,NA,NA,NA,NA,NA,NA
1905,10,1905-10-01,-3.39147657226562,-63.8696152969044,NA,NA,NA,NA,NA,NA
1905,11,1905-11-01,1.10086254052734,17.0148769787843,NA,NA,NA,NA,NA,NA
1905,12,1905-12-01,-0.698266666894532,-12.718882821394,NA,NA,NA,NA,NA,NA
1906,1,1906-01-01,-0.440724702734375,-8.97606319214613,NA,NA,NA,NA,NA,NA
1906,2,1906-02-01,-1.53346150810547,-35.2519886920797,NA,NA,NA,NA,NA,NA
1906,3,1906-03-01,2.651342925,49.1900357142857,NA,NA,NA,NA,NA,NA
1906,4,1906-04-01,-0.339060409472657,-7.09331400570411,NA,NA,NA,NA,NA,NA
1906,5,1906-05-01,0.703722127734375,15.1664251666891,NA,NA,NA,NA,NA,NA
1906,6,1906-06-01,-1.79362694257813,-43.5346345285953,NA,NA,NA,NA,NA,NA
